"","schid","parent.ed","female","income","math","read","gen","minority","age","public","attend","gifted","free.lunch","suburban","urban","enrollment","min.percent","parent.ed.cat","income.cat"
"4",15,3,0,15000,32.67,36.22,24.117,0,72.97,1,90.48,0,52.38,0,0,1,1,"A - HS or less","A - Low"
"5",15,5,1,40000,34.15,39.02,27.72,1,63.57,1,90.48,0,52.38,0,0,1,1,"B - College Experience","B - Middle"
"6",15,8,0,35000,37.67,76.16,31.41,0,79,1,90.48,0,52.38,0,0,1,1,"C - Graduate Schooling","B - Middle"
"7",15,5,1,75000,57.87,74.53,36.978,0,77.93,1,90.48,0,52.38,0,0,1,1,"B - College Experience","C - High"
"8",15,4,1,14000,46.79,32.53,23.248,0,70.13,1,90.48,0,52.38,0,0,1,1,"B - College Experience","A - Low"
"9",15,3,1,50000,18.44,28.07,22.675,0,68.6,1,90.48,0,52.38,0,0,1,1,"A - HS or less","B - Middle"
"10",15,5,0,37000,34.76,44.63,29.668,0,68.23,1,90.48,0,52.38,0,0,1,1,"B - College Experience","B - Middle"
"11",15,1,1,10000,13.08,28.2,18.335,0,73.57,1,90.48,0,52.38,0,0,1,1,"A - HS or less","A - Low"
"12",15,3,1,25000,28.47,35,26.651,0,66.5,1,90.48,0,52.38,0,0,1,1,"A - HS or less","B - Middle"
"13",15,5,1,10000,27.46,40.36,20.36,0,62.9,1,90.48,0,52.38,0,0,1,1,"B - College Experience","A - Low"
"15",15,8,1,50000,51.04,36.09,41.508,0,77.37,1,90.48,0,52.38,0,0,1,1,"C - Graduate Schooling","B - Middle"
"16",15,3,0,35000,19.46,29.17,18.967,0,69.67,1,90.48,0,52.38,0,0,1,1,"A - HS or less","B - Middle"
"17",15,3,1,10000,21.8,28.09,18.49,0,70.03,1,90.48,0,52.38,0,0,1,1,"A - HS or less","A - Low"
"18",15,3,1,70000,27.63,33.65,24.594,0,73.97,1,90.48,0,52.38,0,0,1,1,"A - HS or less","B - Middle"
"19",15,8,1,10000,19.73,31.22,24.478,0,63.37,1,90.48,0,52.38,0,0,1,1,"C - Graduate Schooling","A - Low"
"20",15,5,1,13000,21.07,30.04,24.065,0,63.43,1,90.48,0,52.38,0,0,1,1,"B - College Experience","A - Low"
"21",15,5,0,33000,42.17,52.32,33.003,0,64.2,1,90.48,0,52.38,0,0,1,1,"B - College Experience","B - Middle"
"22",15,3,0,10000,46.26,86.76,38.12,0,64.93,1,90.48,0,52.38,0,0,1,1,"A - HS or less","A - Low"
"23",15,5,1,37000,34.86,38.93,35.449,0,76.8,1,90.48,0,52.38,0,0,1,1,"B - College Experience","B - Middle"
"24",15,5,1,12000,44.55,45.33,31.592,0,72.53,1,90.48,0,52.38,0,0,1,1,"B - College Experience","A - Low"
"25",21,3,0,35000,33.08,40.76,31.528,0,62.77,1,96,0,42.86,0,0,1,1,"A - HS or less","B - Middle"
"26",21,3,0,26000,28.01,44.16,24.953,0,67.57,1,96,0,42.86,0,0,1,1,"A - HS or less","B - Middle"
"27",22,5,1,23000,35.22,51.15,27.663,0,63.43,1,95,15.64,16.29,0,0,3,1,"B - College Experience","A - Low"
"28",22,9,1,70000,40.19,46.67,33.632,0,64.1,1,95,15.64,16.29,0,0,3,1,"C - Graduate Schooling","B - Middle"
"29",22,5,1,30000,20.97,28.53,17.092,0,65.07,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"30",22,3,0,50000,29.39,45.91,26.623,0,62.63,1,95,15.64,16.29,0,0,3,1,"A - HS or less","B - Middle"
"31",22,6,1,150000,31.57,48.25,28.133,0,73.63,1,95,15.64,16.29,0,0,3,1,"B - College Experience","C - High"
"32",22,3,0,35000,37.21,48.6,29.902,0,68.47,1,95,15.64,16.29,0,0,3,1,"A - HS or less","B - Middle"
"33",22,4,1,29000,28.75,41.19,26.416,0,68.33,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"34",22,4,0,54000,28.09,38.4,26.28,0,71.37,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"35",22,6,1,68000,35.63,51.07,36.157,0,72.33,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"36",22,5,0,35000,32.51,41.57,24.483,0,63.07,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"37",22,5,0,82000,37.76,48,30.45,0,71.4,1,95,15.64,16.29,0,0,3,1,"B - College Experience","C - High"
"38",22,3,1,12000,24.24,36.12,12.065,0,68.93,1,95,15.64,16.29,0,0,3,1,"A - HS or less","A - Low"
"39",22,6,0,80000,26.1,39.82,20.016,0,66.33,1,95,15.64,16.29,0,0,3,1,"B - College Experience","C - High"
"40",22,8,0,150000,28.93,41.53,30.378,0,63.17,1,95,15.64,16.29,0,0,3,1,"C - Graduate Schooling","C - High"
"42",22,5,1,29000,25.79,47.73,33.391,0,64.43,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"43",22,4,0,17000,38.69,46.66,27.366,0,65.97,1,95,15.64,16.29,0,0,3,1,"B - College Experience","A - Low"
"44",22,3,1,50000,31.41,43.86,28.609,0,62.27,1,95,15.64,16.29,0,0,3,1,"A - HS or less","B - Middle"
"45",22,4,1,30000,19.98,33.54,22.62,0,66.17,1,95,15.64,16.29,0,0,3,1,"B - College Experience","B - Middle"
"46",23,6,1,50000,42.39,51.57,30.061,0,72.13,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"47",23,3,0,37500,35.47,45.39,31.245,0,62.17,1,96,0,29.5,0,0,4,1,"A - HS or less","B - Middle"
"48",23,5,0,32000,42.46,53.53,30.733,0,64.77,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"49",23,2,1,20000,29.29,36.07,29.926,0,67.67,1,96,0,29.5,0,0,4,1,"A - HS or less","A - Low"
"50",23,3,0,58000,32.48,47.77,29.921,0,70.77,1,96,0,29.5,0,0,4,1,"A - HS or less","B - Middle"
"52",23,3,1,350000,27.43,38.52,27.551,0,62,1,96,0,29.5,0,0,4,1,"A - HS or less","C - High"
"53",23,6,1,56000,45.16,44.61,30.272,0,67.23,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"54",23,5,0,10000,42.05,49.09,31.164,0,70.27,1,96,0,29.5,0,0,4,1,"B - College Experience","A - Low"
"55",23,6,1,27500,24.67,37.73,26.43,0,73,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"56",23,6,1,70000,39.86,50.1,38.052,0,64.6,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"57",23,6,0,58000,45.26,55.12,31.725,0,62.47,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"58",23,5,1,45000,29.97,40.88,18.745,0,71,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"59",23,6,1,65000,41.58,51.6,32.843,0,66.23,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"60",23,3,1,40000,14.8,33.73,30.455,0,65.9,1,96,0,29.5,0,0,4,1,"A - HS or less","B - Middle"
"61",23,5,1,60000,24.36,31.74,24.558,1,68.9,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"62",23,3,0,36000,38.94,107.99,22.532,0,62.1,1,96,0,29.5,0,0,4,1,"A - HS or less","B - Middle"
"63",23,4,1,68000,25.96,37.12,19.743,0,67.63,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"64",23,4,0,68000,23.23,41.04,14.983,0,67.67,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"65",23,5,0,30000,43.73,47.45,22.782,0,67.4,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"67",23,5,0,35000,36.53,46.02,23.917,0,71.7,1,96,0,29.5,0,0,4,1,"B - College Experience","B - Middle"
"81",28,8,0,90000,49.75,95.84,31.124,0,64.83,0,98,0,0,0,0,1,1,"C - Graduate Schooling","C - High"
"82",28,8,0,60000,42.73,69.55,20.826,0,70.9,0,98,0,0,0,0,1,1,"C - Graduate Schooling","B - Middle"
"83",28,7,0,60000,51.97,55.67,36.905,0,65.6,0,98,0,0,0,0,1,1,"C - Graduate Schooling","B - Middle"
"84",28,6,1,47000,38.88,46.96,21.576,0,66.6,0,98,0,0,0,0,1,1,"B - College Experience","B - Middle"
"85",28,6,0,56000,40.09,47.9,30.193,0,67.3,0,98,0,0,0,0,1,1,"B - College Experience","B - Middle"
"86",28,6,1,1e+05,42.66,50.26,38.075,0,69.27,0,98,0,0,0,0,1,1,"B - College Experience","C - High"
"87",28,9,0,70000,37.68,54.24,37.898,0,72.1,0,98,0,0,0,0,1,1,"C - Graduate Schooling","B - Middle"
"88",28,3,1,19000,65.3,84.71,39.54,0,73.77,0,98,0,0,0,0,1,1,"A - HS or less","A - Low"
"89",28,6,0,70000,32.42,47.4,25.676,1,67.5,0,98,0,0,0,0,1,1,"B - College Experience","B - Middle"
"90",28,5,1,75000,36.83,56.12,37.106,0,69.77,0,98,0,0,0,0,1,1,"B - College Experience","C - High"
"91",28,9,0,70000,53.48,64.78,30.621,0,65.37,0,98,0,0,0,0,1,1,"C - Graduate Schooling","B - Middle"
"92",28,3,0,35000,42.93,53.17,40.423,0,71,0,98,0,0,0,0,1,1,"A - HS or less","B - Middle"
"93",28,3,1,40000,31.8,47.57,30.657,0,75.6,0,98,0,0,0,0,1,1,"A - HS or less","B - Middle"
"94",28,3,0,50000,40.82,46.25,27.341,0,66.7,0,98,0,0,0,0,1,1,"A - HS or less","B - Middle"
"95",44,8,1,120000,56.85,52.08,34.112,0,68.1,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","C - High"
"96",44,8,1,74000,75.54,110.92,45.66,0,75.17,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","C - High"
"97",44,6,1,1e+05,28.38,47.58,35.614,0,66.67,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"98",44,6,0,1e+05,40.4,55.35,35.825,0,64.87,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"99",44,6,0,125000,56.42,58.67,41.389,0,75,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"100",44,8,0,2e+05,30.3,49.25,33.751,0,67.87,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","C - High"
"101",44,9,1,210000,39.97,45.63,39.277,1,75.43,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","C - High"
"102",44,8,1,2e+05,49.95,51.77,44.134,0,76.4,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","C - High"
"103",44,6,0,1e+05,27.48,38.54,15.695,0,71,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"104",44,6,0,70000,49.76,59.29,44.266,0,70.23,1,93.4,24,2.26,1,0,3,1,"B - College Experience","B - Middle"
"105",44,8,0,70000,36.18,46.77,33.266,0,72.37,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","B - Middle"
"106",44,6,0,150000,30.3,44.65,24.934,0,65.7,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"107",44,9,0,125000,42.18,61.15,26.242,1,67.67,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","C - High"
"108",44,6,1,1e+05,52.58,91.06,39.954,0,72.93,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"109",44,8,1,33000,30.32,57.92,26.649,1,70.5,1,93.4,24,2.26,1,0,3,1,"C - Graduate Schooling","B - Middle"
"110",44,6,1,3e+05,31.63,47.75,39.001,0,64.57,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"111",44,6,0,1e+05,39.34,65.23,36.382,0,63.57,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"112",44,6,0,170000,51.61,64.16,36.988,0,69.5,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"113",44,6,0,1e+05,48.13,55.52,35.742,0,68.97,1,93.4,24,2.26,1,0,3,1,"B - College Experience","C - High"
"114",44,6,1,45000,44.08,43.23,31.229,0,63.47,1,93.4,24,2.26,1,0,3,1,"B - College Experience","B - Middle"
"115",45,5,1,60000,46.2,35.13,37.363,0,74.03,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"116",45,6,0,90000,48.44,56.24,27.382,0,68.57,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"117",45,6,1,340000,46.09,51.78,38.212,0,67.47,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"118",45,6,0,90000,40.09,47.99,24.454,0,67.67,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"119",45,5,1,45000,41.04,51.35,31.864,0,74.6,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"120",45,6,0,125000,34.23,43.92,32.301,0,68.5,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"121",45,6,1,65000,53.34,46.26,38.394,0,74.07,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"122",45,8,1,97500,72.91,50.73,39.822,0,68.37,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"123",45,5,0,55000,27.07,41.56,24.706,0,67.63,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"124",45,6,0,49000,22.39,37.49,27.521,0,70.57,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"125",45,6,0,42090,34.57,51.25,34.672,0,67.6,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"126",45,9,0,80000,38.56,91.37,35.283,1,72.67,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"127",45,5,0,45000,36.29,41.36,39.279,0,71.63,1,95.51,0,4.05,1,0,4,1,"B - College Experience","B - Middle"
"128",45,9,1,120000,34.73,39.5,28.247,0,65.1,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"129",45,6,0,80000,41.69,51.89,27.449,0,62.17,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"130",45,8,0,110000,46.31,42.16,36.941,0,73.5,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"131",45,8,1,140000,29.52,42.16,20.569,1,72.8,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"132",45,6,0,150000,40.44,51.64,30.423,0,72.5,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"133",45,6,0,150000,46.81,54.71,38.175,0,67.1,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"134",45,8,1,110000,50.39,47.39,32.217,1,69.4,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"135",45,6,1,1e+05,55.19,55.31,30.536,0,67.5,1,95.51,0,4.05,1,0,4,1,"B - College Experience","C - High"
"136",45,8,1,58000,43.77,42.32,33.79,0,70.83,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","B - Middle"
"137",45,8,1,90000,55.22,49.5,33.138,0,67.9,1,95.51,0,4.05,1,0,4,1,"C - Graduate Schooling","C - High"
"194",55,3,0,40000,35.58,40.01,30.375,0,66.77,1,96,0,4.73,1,0,4,1,"A - HS or less","B - Middle"
"195",55,5,1,57000,25.18,38.68,25.14,0,66.83,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"196",55,5,1,80000,44.97,48.72,29.914,0,74.9,1,96,0,4.73,1,0,4,1,"B - College Experience","C - High"
"197",55,5,1,70000,31.66,35.57,27.039,0,70.23,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"198",55,6,0,1e+05,48.61,54.88,42.458,0,74.7,1,96,0,4.73,1,0,4,1,"B - College Experience","C - High"
"199",55,5,1,49000,38.5,41.86,34.852,0,74.6,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"200",55,6,1,65000,43.93,46.78,23.969,0,64.5,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"201",55,5,0,50000,28.17,32.44,29.312,0,69.33,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"202",55,3,1,47000,33.71,101.29,32.215,0,71.5,1,96,0,4.73,1,0,4,1,"A - HS or less","B - Middle"
"203",55,6,1,85000,30.39,30.83,20.724,0,67.53,1,96,0,4.73,1,0,4,1,"B - College Experience","C - High"
"204",55,8,1,75000,37.77,41.73,26.316,0,68.23,1,96,0,4.73,1,0,4,1,"C - Graduate Schooling","C - High"
"205",55,6,1,38000,36.64,46.43,32.624,0,71.43,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"206",55,5,0,30000,65.12,46.92,34.974,0,73.87,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"207",55,5,0,40000,23.7,32.06,26.217,0,66.8,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"208",55,5,0,60000,47.34,53.18,31.01,0,68.53,1,96,0,4.73,1,0,4,1,"B - College Experience","B - Middle"
"209",55,3,0,21000,30.84,38.41,20.314,0,69.17,1,96,0,4.73,1,0,4,1,"A - HS or less","A - Low"
"210",55,6,0,11000,27.53,47.05,30.853,1,68.17,1,96,0,4.73,1,0,4,1,"B - College Experience","A - Low"
"211",55,7,1,110000,88.38,50.18,30.235,0,74.23,1,96,0,4.73,1,0,4,1,"C - Graduate Schooling","C - High"
"212",55,2,1,22000,48.12,42.22,17.941,0,74.07,1,96,0,4.73,1,0,4,1,"A - HS or less","A - Low"
"213",55,8,1,95000,43.97,85.1,43.578,0,70.5,1,96,0,4.73,1,0,4,1,"C - Graduate Schooling","C - High"
"252",83,6,0,53132,29.23,49.77,27.981,1,63.6,1,93,0,56.73,1,0,3,5,"B - College Experience","B - Middle"
"254",83,3,0,45000,27.24,39.35,13.107,1,64.63,1,93,0,56.73,1,0,3,5,"A - HS or less","B - Middle"
"255",83,2,1,16000,29.35,37.97,22.171,1,69.83,1,93,0,56.73,1,0,3,5,"A - HS or less","A - Low"
"256",83,3,0,10000,23.19,32.63,15.012,1,71.87,1,93,0,56.73,1,0,3,5,"A - HS or less","A - Low"
"257",83,5,1,6000,24.43,33.82,15.944,1,66.2,1,93,0,56.73,1,0,3,5,"B - College Experience","A - Low"
"258",83,5,0,27000,31.75,37.74,24.481,1,71.13,1,93,0,56.73,1,0,3,5,"B - College Experience","B - Middle"
"259",83,3,0,68000,25.39,33.3,17.912,1,67,1,93,0,56.73,1,0,3,5,"A - HS or less","B - Middle"
"260",83,5,1,30000,31.7,41.94,24.829,1,69.1,1,93,0,56.73,1,0,3,5,"B - College Experience","B - Middle"
"261",95,5,1,95000,32.26,44.77,24.999,1,65.13,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","C - High"
"262",95,3,1,26000,54.83,53.68,28.074,1,64.7,1,96.5,1.65,25.82,1,0,3,4,"A - HS or less","B - Middle"
"263",95,8,0,90000,47.33,110.99,41.833,1,71.27,1,96.5,1.65,25.82,1,0,3,4,"C - Graduate Schooling","C - High"
"264",95,6,1,80000,42.12,55.09,40.9,1,63.77,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","C - High"
"266",95,8,0,130000,53.72,59.04,36.947,0,66.67,1,96.5,1.65,25.82,1,0,3,4,"C - Graduate Schooling","C - High"
"267",95,8,1,125000,36,93.31,30.503,0,69.7,1,96.5,1.65,25.82,1,0,3,4,"C - Graduate Schooling","C - High"
"268",95,5,1,22000,32.68,36.36,20.568,1,65.53,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","A - Low"
"269",95,1,1,26000,16.64,26.37,18.713,1,75.3,1,96.5,1.65,25.82,1,0,3,4,"A - HS or less","B - Middle"
"270",95,8,0,32000,32.8,47.04,30.65,1,61.43,1,96.5,1.65,25.82,1,0,3,4,"C - Graduate Schooling","B - Middle"
"271",95,5,0,40000,40.45,41.62,33.656,0,69.8,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","B - Middle"
"272",95,3,1,45000,33.15,33.5,33.431,0,65.4,1,96.5,1.65,25.82,1,0,3,4,"A - HS or less","B - Middle"
"273",95,5,0,75000,29.04,45.14,21.296,0,62.03,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","C - High"
"274",95,6,0,75000,51.57,59.66,39.153,0,68.53,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","C - High"
"275",95,8,1,90000,37.49,47.46,35.376,0,61.93,1,96.5,1.65,25.82,1,0,3,4,"C - Graduate Schooling","C - High"
"276",95,5,1,52000,32.79,46.14,37.509,1,73.57,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","B - Middle"
"277",95,9,1,60000,40.52,53.67,20.722,1,63.1,1,96.5,1.65,25.82,1,0,3,4,"C - Graduate Schooling","B - Middle"
"279",95,6,1,80000,33.65,48.03,32.515,0,67.6,1,96.5,1.65,25.82,1,0,3,4,"B - College Experience","C - High"
"302",105,3,0,5685.5,18.25,34.71,19.887,1,73.37,1,90.2,0,31.52,0,1,2,3,"A - HS or less","A - Low"
"305",105,7,1,60000,22.27,45.55,7.725,0,62.23,1,90.2,0,31.52,0,1,2,3,"C - Graduate Schooling","B - Middle"
"310",105,3,1,120000,27.4,40.36,10.249,1,60.2,1,90.2,0,31.52,0,1,2,3,"A - HS or less","C - High"
"315",105,3,1,29000,20.73,32.73,14.24,1,64.63,1,90.2,0,31.52,0,1,2,3,"A - HS or less","B - Middle"
"318",105,1,1,25000,22.64,35.68,14.376,1,66,1,90.2,0,31.52,0,1,2,3,"A - HS or less","B - Middle"
"360",157,5,1,80000,42.18,51.85,31.334,1,64.77,0,90,0,0,1,0,2,5,"B - College Experience","C - High"
"363",157,3,1,50000,32.02,39.06,29.085,1,73.13,0,90,0,0,1,0,2,5,"A - HS or less","B - Middle"
"366",157,7,1,140000,49.25,43.29,22.344,1,64.33,0,90,0,0,1,0,2,5,"C - Graduate Schooling","C - High"
"376",157,8,0,1e+05,30.18,33.9,21.333,0,66.43,0,90,0,0,1,0,2,5,"C - Graduate Schooling","C - High"
"378",161,8,0,4e+05,46.46,64.55,42.359,0,66.1,0,94,0,0,1,0,1,2,"C - Graduate Schooling","C - High"
"379",161,8,1,80000,41.37,44.99,35.304,1,76.37,0,94,0,0,1,0,1,2,"C - Graduate Schooling","C - High"
"380",161,7,0,110000,53.75,63.57,41.597,0,65.27,0,94,0,0,1,0,1,2,"C - Graduate Schooling","C - High"
"381",161,9,1,2e+05,53.57,64.59,32.469,1,63.4,0,94,0,0,1,0,1,2,"C - Graduate Schooling","C - High"
"382",161,9,0,1e+05,69.59,66.3,39.104,0,75.1,0,94,0,0,1,0,1,2,"C - Graduate Schooling","C - High"
"383",161,8,1,4e+05,45.68,66.07,37.256,0,71.53,0,94,0,0,1,0,1,2,"C - Graduate Schooling","C - High"
"485",196,5,1,50000,38.35,43.67,35.17,0,67.53,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"486",196,5,1,45000,36.05,47.73,34.466,0,74.97,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"487",196,7,1,90000,47.1,46.26,36.636,0,71.4,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","C - High"
"488",196,4,0,96000,40.51,46.56,37.321,0,63.63,0,97,13.02,6.77,0,1,2,1,"B - College Experience","C - High"
"489",196,5,1,55000,61.68,52.34,32.969,0,68.47,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"490",196,6,0,50000,72.45,70.99,42.087,0,71.7,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"491",196,6,0,60000,61.7,63.33,31.308,0,63.53,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"492",196,6,0,140000,57.91,77.43,35.107,0,68.93,0,97,13.02,6.77,0,1,2,1,"B - College Experience","C - High"
"493",196,8,0,45000,48.66,50.78,32.431,0,76.97,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","B - Middle"
"494",196,5,0,30000,63.55,53.16,31.215,0,64.47,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"495",196,5,0,46000,43.96,55.18,36.328,0,65.23,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"496",196,6,1,32000,65.15,51.47,34.097,0,65.43,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"497",196,7,1,40000,31.22,47.32,36.231,0,62.37,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","B - Middle"
"498",196,9,0,130000,43.47,51.46,31.245,0,64.07,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","C - High"
"499",196,6,0,75000,36.22,46.5,31.676,0,63.1,0,97,13.02,6.77,0,1,2,1,"B - College Experience","C - High"
"500",196,4,0,60000,52.13,50.22,33.014,0,73.33,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"501",196,8,0,71000,50.31,54.63,35.264,0,71.87,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","C - High"
"502",196,6,0,36000,50.68,52.53,35.874,0,73.9,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"503",196,3,0,10000,52.72,49.84,32.966,0,79,0,97,13.02,6.77,0,1,2,1,"A - HS or less","A - Low"
"504",196,8,1,107000,49.46,47.45,28.777,0,65.07,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","C - High"
"505",196,3,0,60000,42.73,49.72,25.474,0,67.43,0,97,13.02,6.77,0,1,2,1,"A - HS or less","B - Middle"
"506",196,5,0,60000,37.98,46.13,37.498,0,67.2,0,97,13.02,6.77,0,1,2,1,"B - College Experience","B - Middle"
"507",196,8,0,30000,44.21,52.55,33.483,0,66.33,0,97,13.02,6.77,0,1,2,1,"C - Graduate Schooling","B - Middle"
"508",201,7,0,65000,24.32,38.82,30.786,0,70.03,0,98,0.66,7.28,1,0,2,1,"C - Graduate Schooling","B - Middle"
"509",201,3,0,44000,63.37,104.65,38.728,0,68.27,0,98,0.66,7.28,1,0,2,1,"A - HS or less","B - Middle"
"510",201,3,0,30000,35.97,48.01,36.144,0,72.43,0,98,0.66,7.28,1,0,2,1,"A - HS or less","B - Middle"
"511",201,6,1,13000,49.29,44.04,33.956,0,74.27,0,98,0.66,7.28,1,0,2,1,"B - College Experience","A - Low"
"512",201,6,0,38000,46.57,74.76,26.197,0,67.43,0,98,0.66,7.28,1,0,2,1,"B - College Experience","B - Middle"
"513",201,5,1,60000,36.32,41.16,32.68,0,69.17,0,98,0.66,7.28,1,0,2,1,"B - College Experience","B - Middle"
"514",201,6,0,60000,65.57,109.32,41.085,0,72,0,98,0.66,7.28,1,0,2,1,"B - College Experience","B - Middle"
"515",201,4,0,36000,27.89,43.15,25.702,0,65.67,0,98,0.66,7.28,1,0,2,1,"B - College Experience","B - Middle"
"516",201,6,0,90000,41.73,46.63,41.966,0,63.67,0,98,0.66,7.28,1,0,2,1,"B - College Experience","C - High"
"517",201,7,0,65000,28.98,41.16,28.309,0,69.23,0,98,0.66,7.28,1,0,2,1,"C - Graduate Schooling","B - Middle"
"518",201,3,0,65000,39.04,45.98,32.906,0,66,0,98,0.66,7.28,1,0,2,1,"A - HS or less","B - Middle"
"519",201,3,1,45000,19.08,28.14,26.985,0,67.4,0,98,0.66,7.28,1,0,2,1,"A - HS or less","B - Middle"
"520",201,5,1,28000,35.03,47.06,27.327,0,74.47,0,98,0.66,7.28,1,0,2,1,"B - College Experience","B - Middle"
"521",201,3,0,17000,33.14,40.32,32.509,0,71.03,0,98,0.66,7.28,1,0,2,1,"A - HS or less","A - Low"
"532",204,5,1,84000,27.57,39.78,35.532,0,62.6,1,94.7,8.34,40.19,0,1,4,3,"B - College Experience","C - High"
"533",204,4,1,22000,22.22,30.29,28.429,0,73.33,1,94.7,8.34,40.19,0,1,4,3,"B - College Experience","A - Low"
