"","schid","parent.ed","female","income","math","read","gen","minority","age","public","attend","gifted","free.lunch","suburban","urban","enrollment","min.percent","parent.ed.cat","income.cat"
"2430",729,3,1,9600,64.31,76.88,28.302,1,69.53,1,96,17.24,31.38,1,0,4,3,"A - HS or less","A - Low"
"2431",729,5,1,39000,29.41,40.28,39.212,1,79,1,96,17.24,31.38,1,0,4,3,"B - College Experience","B - Middle"
"2432",729,4,0,12000,27.04,43.13,29.284,1,68.6,1,96,17.24,31.38,1,0,4,3,"B - College Experience","A - Low"
"2433",729,5,1,40000,34.3,44.05,33.823,1,70.73,1,96,17.24,31.38,1,0,4,3,"B - College Experience","B - Middle"
"2434",729,6,1,40000,66.19,73.53,24.424,1,68.67,1,96,17.24,31.38,1,0,4,3,"B - College Experience","B - Middle"
"2435",729,6,0,80000,49.55,58.43,36.267,0,64.87,1,96,17.24,31.38,1,0,4,3,"B - College Experience","C - High"
"2436",729,5,0,25000,36.24,59.62,25.434,0,65.03,1,96,17.24,31.38,1,0,4,3,"B - College Experience","B - Middle"
"2437",729,3,1,29000,39.74,47.84,26.986,1,74.63,1,96,17.24,31.38,1,0,4,3,"A - HS or less","B - Middle"
"2438",729,6,1,1e+05,71.07,64.78,39.446,0,71.67,1,96,17.24,31.38,1,0,4,3,"B - College Experience","C - High"
"2494",735,3,0,10000,36.86,58.36,21.999,1,66.87,1,94.1,5,72,1,0,3,3,"A - HS or less","A - Low"
"2495",737,8,0,65000,45.72,45.26,36.047,0,66.07,0,96.5,0,7.94,1,0,3,1,"C - Graduate Schooling","B - Middle"
"2496",737,7,0,60000,32.26,40.24,24.717,0,78.5,0,96.5,0,7.94,1,0,3,1,"C - Graduate Schooling","B - Middle"
"2497",737,6,1,60000,51.78,46.38,19.624,0,65.57,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2498",737,5,1,60000,38,47.88,24.586,0,70.23,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2499",737,6,1,250000,21.6,34.08,24.195,0,65.2,0,96.5,0,7.94,1,0,3,1,"B - College Experience","C - High"
"2500",737,8,0,75000,53.19,67.34,37.363,0,72.2,0,96.5,0,7.94,1,0,3,1,"C - Graduate Schooling","C - High"
"2501",737,6,0,145000,26.52,35.99,16.727,0,68.13,0,96.5,0,7.94,1,0,3,1,"B - College Experience","C - High"
"2502",737,6,0,57000,37.85,49.02,30.46,0,66.87,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2503",737,6,0,94000,40.08,44.48,30.67,0,77.97,0,96.5,0,7.94,1,0,3,1,"B - College Experience","C - High"
"2504",737,3,1,70000,27.7,37.12,28.562,0,69.43,0,96.5,0,7.94,1,0,3,1,"A - HS or less","B - Middle"
"2505",737,6,1,60000,61.4,52.15,41.536,0,75.23,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2506",737,6,0,120000,43.05,48.85,32.468,0,71.2,0,96.5,0,7.94,1,0,3,1,"B - College Experience","C - High"
"2507",737,5,0,48000,32.77,50.39,33.39,0,63.73,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2508",737,5,1,75000,25.23,40.33,19.953,0,62.6,0,96.5,0,7.94,1,0,3,1,"B - College Experience","C - High"
"2509",737,8,0,50000,55.93,41.15,40.261,0,71.1,0,96.5,0,7.94,1,0,3,1,"C - Graduate Schooling","B - Middle"
"2510",737,6,1,32000,48.75,50.61,42.687,0,74.4,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2511",737,6,0,55000,42.41,48.47,33.379,0,72.33,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2512",737,6,1,60000,47.58,45.3,33.343,0,65.73,0,96.5,0,7.94,1,0,3,1,"B - College Experience","B - Middle"
"2513",737,8,1,59000,35.49,47.09,37.467,1,67.07,0,96.5,0,7.94,1,0,3,1,"C - Graduate Schooling","B - Middle"
"2514",737,7,1,110000,27.54,45.75,28.649,0,65.5,0,96.5,0,7.94,1,0,3,1,"C - Graduate Schooling","C - High"
"2515",737,6,0,80000,28.11,42.34,27.261,0,68.03,0,96.5,0,7.94,1,0,3,1,"B - College Experience","C - High"
"2516",748,5,0,50000,39.64,44.58,33.754,0,66.33,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","B - Middle"
"2517",748,3,0,22000,14.99,30.05,23.826,0,65.27,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","A - Low"
"2518",748,5,0,5000,25.77,32.73,17.338,0,62.7,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","A - Low"
"2519",748,2,1,30000,33.57,35.07,17.043,1,79,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","B - Middle"
"2520",748,2,1,18000,18.05,28.28,15.395,0,65.33,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","A - Low"
"2521",748,6,0,30000,33.02,39.48,35.379,0,70.4,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","B - Middle"
"2523",748,5,1,80000,47.34,53.66,33.952,1,70.67,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","C - High"
"2524",748,3,0,6000,28.64,34.71,25.803,1,73.07,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","A - Low"
"2525",748,4,1,44000,34.66,35.11,24.036,0,69.8,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","B - Middle"
"2526",748,4,1,17000,37.67,30.31,39.503,1,76.43,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","A - Low"
"2527",748,4,0,33000,26.93,39.26,17.688,0,65.73,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","B - Middle"
"2528",748,2,0,30000,24.26,35.24,26.222,1,65.5,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","B - Middle"
"2529",748,3,0,23000,32.7,43.94,28.523,0,64.7,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","A - Low"
"2530",748,6,0,10000,30.17,34.35,21.792,0,63.27,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","A - Low"
"2531",748,3,1,10000,33.33,31.22,23.468,0,64.7,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","A - Low"
"2532",748,2,0,24000,17.16,27.52,22.639,1,77.33,1,97.5,1.7,23.81,0,0,2,1,"A - HS or less","A - Low"
"2533",748,4,1,20000,26.51,32.09,18.45,0,71.4,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","A - Low"
"2535",748,8,1,80000,44.21,48.07,39.456,0,62.27,1,97.5,1.7,23.81,0,0,2,1,"C - Graduate Schooling","C - High"
"2536",748,5,0,55000,27.86,47.29,31.953,0,69.87,1,97.5,1.7,23.81,0,0,2,1,"B - College Experience","B - Middle"
"2579",752,3,1,3600,37.5,43.12,30.034,0,69.37,1,95,2.51,2.87,0,0,5,1,"A - HS or less","A - Low"
"2641",800,6,1,80000,42.77,41.93,36.76,0,65.77,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","C - High"
"2642",800,3,1,13000,31.91,30.45,35.069,0,71.73,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2643",800,3,1,21000,77.51,57.49,43.945,0,60.93,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2644",800,5,1,51000,25.25,28.47,19.374,0,68.5,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","B - Middle"
"2645",800,5,0,25000,46.49,48.11,29.972,0,68.1,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","B - Middle"
"2646",800,4,1,30000,26.58,38.8,21.589,0,62.43,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","B - Middle"
"2647",800,5,1,65000,45.05,46.61,36.249,0,71.03,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","B - Middle"
"2648",800,3,0,19000,21.18,39.37,19.462,0,73.03,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2649",800,5,0,40000,42.46,64.81,38.045,1,73.9,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","B - Middle"
"2650",800,3,1,18000,51.54,50.28,32.825,0,69.7,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2651",800,4,1,53000,33.33,47.61,20.424,0,73.07,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","B - Middle"
"2652",800,2,0,43000,24.36,38.95,20.539,0,68.87,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","B - Middle"
"2653",800,5,0,5500,30.79,50.02,23.182,0,67.43,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","A - Low"
"2654",800,5,1,12000,33.18,36.67,16.112,0,68.43,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","A - Low"
"2655",800,2,0,15000,28.14,44.26,30.894,0,70.07,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2656",800,1,1,8200,33.38,44.53,29.716,0,72.1,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2657",800,3,1,45000,17.5,32.64,24.849,0,66.63,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","B - Middle"
"2659",800,3,1,5000,33.29,34.1,20.705,0,68.47,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","A - Low"
"2660",800,5,1,18000,31.23,37.85,25.705,0,70,1,92.64,1.1,36.36,0,0,4,1,"B - College Experience","A - Low"
"2661",800,3,1,35000,43.56,54.56,36.28,0,72.3,1,92.64,1.1,36.36,0,0,4,1,"A - HS or less","B - Middle"
"2665",803,3,0,30000,25.62,38.14,18.694,0,65.77,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2666",803,3,0,17000,30.21,46.04,25.261,0,72.73,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2667",803,3,0,46000,28.5,40.92,19.146,0,70.5,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2668",803,2,0,30000,19.68,25.84,17.515,0,70.43,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2669",803,3,1,30000,43.4,38.6,27.467,0,72.97,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2670",803,5,1,19000,26.2,29.16,30.886,0,77.5,1,95,24,51.34,0,0,2,1,"B - College Experience","A - Low"
"2671",803,2,1,40000,35.29,41.5,26.888,0,67.4,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2672",803,3,0,50000,37.78,44.89,29.099,0,63.5,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2673",803,3,0,19000,33.02,42.45,26.209,0,72.7,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2674",803,4,1,5000,24.68,35.74,21.058,0,72.97,1,95,24,51.34,0,0,2,1,"B - College Experience","A - Low"
"2675",803,3,0,25000,27.91,35.79,22.578,0,64.77,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2676",803,1,0,8000,30.71,36.79,26.372,1,71.73,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2677",803,1,0,24000,26.11,31.8,19.261,0,75.23,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2678",803,5,0,4800,26.02,42.86,18.562,0,68.7,1,95,24,51.34,0,0,2,1,"B - College Experience","A - Low"
"2679",803,3,0,32000,28.73,34.37,22.599,0,72.93,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2680",803,2,0,12000,26.89,28.42,26.261,0,70.57,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2681",803,3,0,27480,36.94,46.54,25.073,0,65.97,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2682",803,3,0,20000,32.04,35.99,27.161,0,68.43,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2683",803,5,1,23000,26.19,37.75,29.55,0,76.13,1,95,24,51.34,0,0,2,1,"B - College Experience","A - Low"
"2684",803,5,1,42000,33.7,44.45,25.783,0,79,1,95,24,51.34,0,0,2,1,"B - College Experience","B - Middle"
"2685",803,2,1,53000,18.76,32.05,19.613,0,69.77,1,95,24,51.34,0,0,2,1,"A - HS or less","B - Middle"
"2686",803,3,0,20000,28.62,38.63,27.775,0,65.4,1,95,24,51.34,0,0,2,1,"A - HS or less","A - Low"
"2687",804,2,0,32000,36.74,51.18,22.471,0,72.43,1,93,2.22,55.46,0,0,4,1,"A - HS or less","B - Middle"
"2688",804,3,0,24000,37.74,50.68,29.425,0,61.77,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2689",804,4,0,55000,49.67,54.97,33.915,0,68.3,1,93,2.22,55.46,0,0,4,1,"B - College Experience","B - Middle"
"2690",804,3,0,20000,46.88,58.6,32.452,0,73.3,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2691",804,5,0,35000,55.96,58.19,38.453,0,65.1,1,93,2.22,55.46,0,0,4,1,"B - College Experience","B - Middle"
"2692",804,5,0,54000,62.69,57.35,37.886,0,72.47,1,93,2.22,55.46,0,0,4,1,"B - College Experience","B - Middle"
"2693",804,3,0,12000,32.9,48.03,24.17,0,71.77,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2694",804,1,0,4000,30.27,48.41,29.086,0,70.77,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2695",804,5,0,37000,42.29,48.14,28.72,0,65.23,1,93,2.22,55.46,0,0,4,1,"B - College Experience","B - Middle"
"2696",804,3,1,24000,36.23,56.76,31.364,1,66.93,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2697",804,3,1,65000,47.27,52.75,30.849,1,69.97,1,93,2.22,55.46,0,0,4,1,"A - HS or less","B - Middle"
"2698",804,5,1,75000,53.96,53.69,35.25,0,70.57,1,93,2.22,55.46,0,0,4,1,"B - College Experience","C - High"
"2699",804,5,0,30000,42.76,52.63,27.556,0,62.6,1,93,2.22,55.46,0,0,4,1,"B - College Experience","B - Middle"
"2701",804,4,1,42000,22.87,31.96,10.684,1,62.07,1,93,2.22,55.46,0,0,4,1,"B - College Experience","B - Middle"
"2702",804,3,0,18000,32.9,35.29,19.001,0,71.13,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2703",804,3,0,11000,33.52,52.26,27.406,0,64.67,1,93,2.22,55.46,0,0,4,1,"A - HS or less","A - Low"
"2704",824,5,1,30000,31.15,45.17,33.559,1,68.07,1,95,3.9,41.22,1,0,5,2,"B - College Experience","B - Middle"
"2705",824,5,1,1e+05,25.07,51.58,23.94,0,63.2,1,95,3.9,41.22,1,0,5,2,"B - College Experience","C - High"
"2706",824,2,1,22000,30.29,43.78,31.919,1,74.47,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2707",824,2,0,12000,31.97,42.6,24.601,1,67.23,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2708",824,5,0,52000,54.57,57.7,31.546,0,66,1,95,3.9,41.22,1,0,5,2,"B - College Experience","B - Middle"
"2709",824,1,0,10000,25.59,39.38,17.376,0,74.17,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2710",824,4,1,37000,40.4,44.33,30.875,0,64.97,1,95,3.9,41.22,1,0,5,2,"B - College Experience","B - Middle"
"2711",824,2,0,8000,27.74,36.11,15.369,1,67.67,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2712",824,2,0,15000,22.61,35.55,22.298,0,66.17,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2713",824,5,0,50000,49.62,57.94,31.575,0,66.77,1,95,3.9,41.22,1,0,5,2,"B - College Experience","B - Middle"
"2714",824,5,0,46000,47.75,60.48,25.061,0,66.93,1,95,3.9,41.22,1,0,5,2,"B - College Experience","B - Middle"
"2716",824,2,0,54000,52.83,44.93,15.615,1,69.9,1,95,3.9,41.22,1,0,5,2,"A - HS or less","B - Middle"
"2717",824,3,1,6000,29.52,40.93,28.791,0,66.4,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2718",824,3,1,25000,23.71,42.86,21.635,1,70.6,1,95,3.9,41.22,1,0,5,2,"A - HS or less","B - Middle"
"2720",824,3,1,42500,34.69,45.85,34.053,1,71.77,1,95,3.9,41.22,1,0,5,2,"A - HS or less","B - Middle"
"2721",824,3,0,2000,17.76,36.57,19.732,1,75.63,1,95,3.9,41.22,1,0,5,2,"A - HS or less","A - Low"
"2722",824,6,0,31000,31.42,40.11,25.63,1,70.3,1,95,3.9,41.22,1,0,5,2,"B - College Experience","B - Middle"
"2723",824,3,0,40000,24.1,38.99,17.112,0,65.13,1,95,3.9,41.22,1,0,5,2,"A - HS or less","B - Middle"
"2724",824,2,0,55000,43.66,57.31,30.2,0,74.3,1,95,3.9,41.22,1,0,5,2,"A - HS or less","B - Middle"
"2745",828,6,1,80000,56.91,48.9,41.248,0,73.83,0,98,6.86,0,0,1,4,1,"B - College Experience","C - High"
"2747",828,7,1,75000,34.57,47.85,32.557,0,73.37,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","C - High"
"2748",828,8,0,130000,39.23,58.16,32.152,0,67.17,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","C - High"
"2749",828,8,1,180000,28.44,37.77,30.789,0,65.6,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","C - High"
"2750",828,6,1,225000,23.73,37.37,15.399,1,71.8,0,98,6.86,0,0,1,4,1,"B - College Experience","C - High"
"2751",828,6,1,70000,39.13,41.19,34.511,0,65.67,0,98,6.86,0,0,1,4,1,"B - College Experience","B - Middle"
"2752",828,9,1,150000,32.32,45.98,34.937,0,67.77,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","C - High"
"2753",828,6,0,55000,38.27,51.32,30.784,0,72.73,0,98,6.86,0,0,1,4,1,"B - College Experience","B - Middle"
"2754",828,6,0,50000,32.15,44.6,29.054,0,68.57,0,98,6.86,0,0,1,4,1,"B - College Experience","B - Middle"
"2755",828,6,0,70000,63.89,66.22,39.133,0,73.13,0,98,6.86,0,0,1,4,1,"B - College Experience","B - Middle"
"2756",828,8,1,48000,40.43,47.68,31.108,0,76.43,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","B - Middle"
"2757",828,9,1,130000,39.92,52.08,41.82,0,75.3,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","C - High"
"2758",828,9,0,150000,40.53,63.16,30.58,0,66.6,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","C - High"
"2759",828,5,1,68000,30.66,37.06,37.123,1,67.7,0,98,6.86,0,0,1,4,1,"B - College Experience","B - Middle"
"2760",828,8,0,40000,26.92,36.12,21.636,1,79,0,98,6.86,0,0,1,4,1,"C - Graduate Schooling","B - Middle"
"2761",828,6,1,90000,36.38,42.16,32.97,0,65.4,0,98,6.86,0,0,1,4,1,"B - College Experience","C - High"
"2762",828,6,1,1e+05,31.59,37.51,35.355,0,64.97,0,98,6.86,0,0,1,4,1,"B - College Experience","C - High"
"2763",828,6,0,60000,57.52,64.58,36.087,0,73.47,0,98,6.86,0,0,1,4,1,"B - College Experience","B - Middle"
"2764",828,6,0,95000,37.39,48.78,34.737,0,69.47,0,98,6.86,0,0,1,4,1,"B - College Experience","C - High"
"2765",829,6,0,90000,30.68,43.21,29.764,1,61.87,0,96,0,11.21,0,1,2,3,"B - College Experience","C - High"
"2766",829,6,1,32000,29.48,29.47,27.697,1,69.5,0,96,0,11.21,0,1,2,3,"B - College Experience","B - Middle"
"2768",829,6,1,35000,26.14,41.78,22.892,1,62.67,0,96,0,11.21,0,1,2,3,"B - College Experience","B - Middle"
"2769",829,4,0,20000,31.19,42.47,27.829,1,73.57,0,96,0,11.21,0,1,2,3,"B - College Experience","A - Low"
"2770",829,5,0,48000,35.16,56.23,33.335,0,71.8,0,96,0,11.21,0,1,2,3,"B - College Experience","B - Middle"
"2771",829,7,0,31000,24.78,34.74,32.295,0,65.1,0,96,0,11.21,0,1,2,3,"C - Graduate Schooling","B - Middle"
"2773",829,9,0,150000,48.23,71.31,35.817,0,72.7,0,96,0,11.21,0,1,2,3,"C - Graduate Schooling","C - High"
"2774",829,7,0,44000,47.54,54.43,40.71,0,69.5,0,96,0,11.21,0,1,2,3,"C - Graduate Schooling","B - Middle"
"2775",829,6,0,120000,23.87,30.35,33.841,1,64.77,0,96,0,11.21,0,1,2,3,"B - College Experience","C - High"
"2776",829,5,1,28000,67.22,43.88,29.643,0,68.3,0,96,0,11.21,0,1,2,3,"B - College Experience","B - Middle"
"2777",829,7,0,85000,41.09,43.32,19.574,1,72.67,0,96,0,11.21,0,1,2,3,"C - Graduate Schooling","C - High"
"2778",829,5,0,80000,34.25,33.12,21.343,1,64.4,0,96,0,11.21,0,1,2,3,"B - College Experience","C - High"
"2779",829,5,1,45000,54.98,41.84,38.819,0,74.07,0,96,0,11.21,0,1,2,3,"B - College Experience","B - Middle"
"2780",829,6,1,40000,31.63,34.8,17.426,1,65.33,0,96,0,11.21,0,1,2,3,"B - College Experience","B - Middle"
"2781",829,9,1,2e+05,40.82,36.54,23.518,0,64.33,0,96,0,11.21,0,1,2,3,"C - Graduate Schooling","C - High"
"2782",829,6,0,1e+05,33.29,41.47,36.311,1,70.93,0,96,0,11.21,0,1,2,3,"B - College Experience","C - High"
"2783",829,5,1,18000,37.56,47.71,29.559,0,62.1,0,96,0,11.21,0,1,2,3,"B - College Experience","A - Low"
"2784",831,4,0,9000,54.16,69.41,36.541,1,68.3,0,98,0,0,0,1,2,5,"B - College Experience","A - Low"
"2785",831,5,1,71000,38.29,45.79,25.047,1,69.4,0,98,0,0,0,1,2,5,"B - College Experience","C - High"
"2786",831,4,1,24000,36.32,37.16,30.185,1,69.2,0,98,0,0,0,1,2,5,"B - College Experience","A - Low"
"2787",831,5,1,71000,40.44,52.72,29.111,1,69.4,0,98,0,0,0,1,2,5,"B - College Experience","C - High"
"2788",831,5,0,40000,36.44,43.12,26.057,1,74.3,0,98,0,0,0,1,2,5,"B - College Experience","B - Middle"
"2789",831,5,1,55000,37.28,49.7,27.891,1,67.83,0,98,0,0,0,1,2,5,"B - College Experience","B - Middle"
"2790",831,3,0,7000,30.55,41.58,19.96,1,70.73,0,98,0,0,0,1,2,5,"A - HS or less","A - Low"
"2791",831,5,1,40000,30.48,45.69,21.253,1,70.1,0,98,0,0,0,1,2,5,"B - College Experience","B - Middle"
"2792",831,3,1,75000,29.58,45.79,22.373,1,74.6,0,98,0,0,0,1,2,5,"A - HS or less","C - High"
"2793",831,6,0,36000,41.63,56.01,32.149,1,71.43,0,98,0,0,0,1,2,5,"B - College Experience","B - Middle"
"2794",831,8,1,75000,34.78,32.84,14.222,1,64.13,0,98,0,0,0,1,2,5,"C - Graduate Schooling","C - High"
"2795",832,3,1,18000,36.65,36.58,30.623,0,70.17,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2796",832,3,0,45000,27,40.87,19.771,0,66.37,1,95,2.57,52.39,1,0,5,2,"A - HS or less","B - Middle"
"2797",832,3,1,17500,35.13,44.78,18.307,1,70.63,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2798",832,5,1,56000,43.62,51.73,34.487,0,69.6,1,95,2.57,52.39,1,0,5,2,"B - College Experience","B - Middle"
"2799",832,3,1,19000,16.6,31.11,13.053,1,72.97,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2800",832,6,1,50000,84.44,47.6,26.424,0,73.17,1,95,2.57,52.39,1,0,5,2,"B - College Experience","B - Middle"
"2801",832,2,0,3600,25.97,34.24,14.471,0,70.5,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2802",832,3,0,32000,32.34,41.62,23.763,0,69.37,1,95,2.57,52.39,1,0,5,2,"A - HS or less","B - Middle"
"2803",832,5,0,45000,37.44,45.68,32.623,0,65.47,1,95,2.57,52.39,1,0,5,2,"B - College Experience","B - Middle"
"2804",832,3,0,15000,22.49,38,24.843,0,63.03,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2805",832,5,0,18000,29.57,34.58,22.251,1,64.43,1,95,2.57,52.39,1,0,5,2,"B - College Experience","A - Low"
"2806",832,3,0,11000,32.95,52.7,29.98,1,75.03,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2807",832,3,1,40000,33.36,45.82,22.553,0,65.67,1,95,2.57,52.39,1,0,5,2,"A - HS or less","B - Middle"
"2808",832,1,0,23000,28.53,36.24,26.428,1,71.9,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2809",832,6,1,35000,40.07,37.7,26.054,1,62.33,1,95,2.57,52.39,1,0,5,2,"B - College Experience","B - Middle"
"2810",832,3,1,13262,33.42,42.92,21.229,1,72,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2811",832,3,0,54000,22.09,43.59,26.849,1,63.8,1,95,2.57,52.39,1,0,5,2,"A - HS or less","B - Middle"
"2812",832,3,0,24000,28.8,43.56,15.359,0,64.3,1,95,2.57,52.39,1,0,5,2,"A - HS or less","A - Low"
"2814",832,7,1,35000,52.04,52.44,42.181,0,70.3,1,95,2.57,52.39,1,0,5,2,"C - Graduate Schooling","B - Middle"
"2815",832,8,1,39000,48.54,69.25,34.332,0,65.93,1,95,2.57,52.39,1,0,5,2,"C - Graduate Schooling","B - Middle"
"2816",833,3,1,35000,35.37,40.04,26.421,0,73.9,1,94,0.54,41.02,0,0,3,1,"A - HS or less","B - Middle"
"2817",833,2,1,65000,41.63,43.48,25.916,0,65.8,1,94,0.54,41.02,0,0,3,1,"A - HS or less","B - Middle"
"2818",833,3,0,12000,35.27,44.24,28.482,0,63.4,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2820",833,3,0,12000,28.17,36.98,26.228,0,63.47,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2821",833,4,1,25000,29.77,43.74,37.173,0,68.2,1,94,0.54,41.02,0,0,3,1,"B - College Experience","B - Middle"
"2822",833,3,1,43000,26.84,39.59,31.967,0,76.93,1,94,0.54,41.02,0,0,3,1,"A - HS or less","B - Middle"
"2823",833,3,1,35000,42.97,46.29,34.269,0,73.9,1,94,0.54,41.02,0,0,3,1,"A - HS or less","B - Middle"
"2824",833,3,1,40000,24.92,40.35,22.456,0,71.6,1,94,0.54,41.02,0,0,3,1,"A - HS or less","B - Middle"
"2825",833,5,1,40000,38.73,67.83,27.709,0,67.37,1,94,0.54,41.02,0,0,3,1,"B - College Experience","B - Middle"
"2826",833,3,1,10000,29.84,51.26,24.764,0,63.87,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2827",833,5,1,30000,29.03,33.6,22.301,0,62.77,1,94,0.54,41.02,0,0,3,1,"B - College Experience","B - Middle"
"2828",833,2,0,6000,43.85,66.91,32.715,0,72.77,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2829",833,5,1,63000,46.2,48.98,32.044,0,70.9,1,94,0.54,41.02,0,0,3,1,"B - College Experience","B - Middle"
"2830",833,2,1,20000,26.41,45.18,27.583,0,79,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2831",833,2,1,22000,36.97,42.16,23.077,0,71.83,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2832",833,3,1,18000,37.63,44.26,31.908,0,62.8,1,94,0.54,41.02,0,0,3,1,"A - HS or less","A - Low"
"2833",833,3,0,50000,37.5,45.57,33.425,0,65.83,1,94,0.54,41.02,0,0,3,1,"A - HS or less","B - Middle"
"2834",833,5,0,21000,47.13,102.43,31.367,0,71.47,1,94,0.54,41.02,0,0,3,1,"B - College Experience","A - Low"
